model,model_display,clone_type,clone_type_display,alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean,max_jaccard,max_spearman,max_kendall,optimal_alpha_jaccard,alpha_95_low,alpha_95_high,alpha_95_width,rank_jaccard,rank_spearman,rank_kendall,composite_rank,avg_composite_rank,overall_rank,ordering_accuracy,negation_invariance,topic_coherence
bge_m3,BGE-M3,easy_paraphrase,Easy Paraphrase,1.0,0.6012801619446442,0.6,0.4117647058823529,0.9553769797039808,0.8547720292895601,0.6196685827078257,0.959207013711616,0.8624179638260857,0.9,0.7,1.2,0.5,5,5,5,5.0,5.333333333333334,5,88.09523809523809,0.3204629826897104,0.6741154724534846
bge_m3,BGE-M3,easy_paraphrase,Easy Paraphrase,1.1,0.5873038429189263,0.5652173913043478,0.4117647058823529,0.9517741746891204,0.8481877168477838,0.6196685827078257,0.959207013711616,0.8624179638260857,0.9,0.7,1.2,0.5,5,5,5,5.0,5.333333333333334,5,88.09523809523809,0.3204629826897104,0.6741154724534846
bge_m3,BGE-M3,easy_paraphrase,Easy Paraphrase,1.2,0.5933090795871241,0.5652173913043478,0.4117647058823529,0.9539445008839758,0.8519514818665271,0.6196685827078257,0.959207013711616,0.8624179638260857,0.9,0.7,1.2,0.5,5,5,5,5.0,5.333333333333334,5,88.09523809523809,0.3204629826897104,0.6741154724534846
bge_m3,BGE-M3,easy_paraphrase,Easy Paraphrase,1.3,0.5796672477151344,0.5652173913043478,0.4117647058823529,0.9506436601057316,0.8458805408541687,0.6196685827078257,0.959207013711616,0.8624179638260857,0.9,0.7,1.2,0.5,5,5,5,5.0,5.333333333333334,5,88.09523809523809,0.3204629826897104,0.6741154724534846
bge_m3,BGE-M3,easy_paraphrase,Easy Paraphrase,1.4,0.5681194943814438,0.5319148936170213,0.3846153846153846,0.9476501403651456,0.8405542985333094,0.6196685827078257,0.959207013711616,0.8624179638260857,0.9,0.7,1.2,0.5,5,5,5,5.0,5.333333333333334,5,88.09523809523809,0.3204629826897104,0.6741154724534846
bge_m3,BGE-M3,easy_paraphrase,Easy Paraphrase,1.5,0.5585929779242642,0.5319148936170213,0.3846153846153846,0.944998892660907,0.8359652641058094,0.6196685827078257,0.959207013711616,0.8624179638260857,0.9,0.7,1.2,0.5,5,5,5,5.0,5.333333333333334,5,88.09523809523809,0.3204629826897104,0.6741154724534846
bge_m3,BGE-M3,easy_paraphrase,Easy Paraphrase,1.8,0.537476972055129,0.5,0.3584905660377358,0.9386417894298132,0.8253882907178449,0.6196685827078257,0.959207013711616,0.8624179638260857,0.9,0.7,1.2,0.5,5,5,5,5.0,5.333333333333334,5,88.09523809523809,0.3204629826897104,0.6741154724534846
bge_m3,BGE-M3,easy_paraphrase,Easy Paraphrase,2.1,0.5233244634411711,0.5,0.3333333333333333,0.9339766912491774,0.817972994482046,0.6196685827078257,0.959207013711616,0.8624179638260857,0.9,0.7,1.2,0.5,5,5,5,5.0,5.333333333333334,5,88.09523809523809,0.3204629826897104,0.6741154724534846
bge_m3,BGE-M3,easy_paraphrase,Easy Paraphrase,2.4,0.5133038190213062,0.5,0.3333333333333333,0.9304178545368326,0.8124880496861765,0.6196685827078257,0.959207013711616,0.8624179638260857,0.9,0.7,1.2,0.5,5,5,5,5.0,5.333333333333334,5,88.09523809523809,0.3204629826897104,0.6741154724534846
bge_m3,BGE-M3,easy_paraphrase,Easy Paraphrase,2.7,0.5055467399507887,0.4693877551020408,0.3333333333333333,0.927622417694388,0.8082685505286102,0.6196685827078257,0.959207013711616,0.8624179638260857,0.9,0.7,1.2,0.5,5,5,5,5.0,5.333333333333334,5,88.09523809523809,0.3204629826897104,0.6741154724534846
bge_m3,BGE-M3,easy_paraphrase,Easy Paraphrase,3.0,0.4995106936000341,0.4693877551020408,0.3090909090909091,0.9253617294803316,0.8049036157978506,0.6196685827078257,0.959207013711616,0.8624179638260857,0.9,0.7,1.2,0.5,5,5,5,5.0,5.333333333333334,5,88.09523809523809,0.3204629826897104,0.6741154724534846
bge_m3,BGE-M3,hard_paraphrase,Hard Paraphrase,0.01,0.4523991231532311,0.4117647058823529,0.2631578947368421,0.9046678675160444,0.7762709791734831,0.5349986249108233,0.9387385500352916,0.8249243682869358,0.9,0.8,1.5,0.7,4,4,4,4.0,5.333333333333334,5,88.09523809523809,0.3204629826897104,0.6741154724534846
bge_m3,BGE-M3,hard_paraphrase,Hard Paraphrase,0.1,0.4523991231532311,0.4117647058823529,0.2631578947368421,0.9046678675160444,0.7762709791734831,0.5349986249108233,0.9387385500352916,0.8249243682869358,0.9,0.8,1.5,0.7,4,4,4,4.0,5.333333333333334,5,88.09523809523809,0.3204629826897104,0.6741154724534846
bge_m3,BGE-M3,hard_paraphrase,Hard Paraphrase,0.2,0.4523991231532311,0.4117647058823529,0.2631578947368421,0.9046678675160444,0.7762709791734831,0.5349986249108233,0.9387385500352916,0.8249243682869358,0.9,0.8,1.5,0.7,4,4,4,4.0,5.333333333333334,5,88.09523809523809,0.3204629826897104,0.6741154724534846
bge_m3,BGE-M3,hard_paraphrase,Hard Paraphrase,0.3,0.4523832808923038,0.4117647058823529,0.2631578947368421,0.904698239326308,0.7762538327498841,0.5349986249108233,0.9387385500352916,0.8249243682869358,0.9,0.8,1.5,0.7,4,4,4,4.0,5.333333333333334,5,88.09523809523809,0.3204629826897104,0.6741154724534846
bge_m3,BGE-M3,hard_paraphrase,Hard Paraphrase,0.4,0.4544269013239593,0.4117647058823529,0.2857142857142857,0.9053285962206876,0.7771343283568107,0.5349986249108233,0.9387385500352916,0.8249243682869358,0.9,0.8,1.5,0.7,4,4,4,4.0,5.333333333333334,5,88.09523809523809,0.3204629826897104,0.6741154724534846
bge_m3,BGE-M3,hard_paraphrase,Hard Paraphrase,0.5,0.4596771686035825,0.4117647058823529,0.2857142857142857,0.9076550448519408,0.7801481745536738,0.5349986249108233,0.9387385500352916,0.8249243682869358,0.9,0.8,1.5,0.7,4,4,4,4.0,5.333333333333334,5,88.09523809523809,0.3204629826897104,0.6741154724534846
