model,clone_type,alpha,crw_jaccard_mean,crw_jaccard_median,crw_jaccard_p10,crw_spearman_mean,crw_kendall_mean
e5,easy_paraphrase,2.1,0.4676852083776098,0.44,0.2857142857142857,0.9117630106692246,0.7847553551703015
e5,easy_paraphrase,2.4,0.4641173286944268,0.44,0.2857142857142857,0.9099748392673748,0.7823764359696781
e5,easy_paraphrase,2.7,0.4614350403541388,0.44,0.2857142857142857,0.9085767976946176,0.7805292583227336
e5,easy_paraphrase,3.0,0.4593275593887148,0.44,0.2857142857142857,0.9074573184137696,0.7790603060267904
e5_asym,easy_paraphrase,0.01,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
e5_asym,easy_paraphrase,0.1,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
e5_asym,easy_paraphrase,0.2,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
e5_asym,easy_paraphrase,0.3,0.466310997594979,0.44,0.2857142857142857,0.9115812745675054,0.7849493268387984
e5_asym,easy_paraphrase,0.4,0.4775807878170416,0.44,0.3090909090909091,0.9156286769039022,0.7903437350324113
e5_asym,easy_paraphrase,0.5,0.5209901616597765,0.5,0.3333333333333333,0.9328333324345216,0.8156698959777663
e5_asym,easy_paraphrase,0.6,0.5367012612989376,0.5319148936170213,0.3584905660377358,0.9389642078588224,0.8250421673350875
e5_asym,easy_paraphrase,0.7,0.5283253597358136,0.5,0.3584905660377358,0.9363431172243256,0.8208274070334489
e5_asym,easy_paraphrase,0.8,0.5249898437023615,0.5,0.3584905660377358,0.9349356850934968,0.8185206702867369
e5_asym,easy_paraphrase,0.9,0.5141488675924278,0.5,0.3333333333333333,0.9308790583410586,0.8123002287451365
e5_asym,easy_paraphrase,1.0,0.5058310240577887,0.4693877551020408,0.3333333333333333,0.9276062146560884,0.8074040864805445
e5_asym,easy_paraphrase,1.1,0.4989200806023895,0.4693877551020408,0.3333333333333333,0.9249094014312756,0.8034419332696261
e5_asym,easy_paraphrase,1.2,0.4934269663738218,0.4693877551020408,0.3090909090909091,0.9226512264426988,0.8001801654638893
e5_asym,easy_paraphrase,1.3,0.4889057959824492,0.4693877551020408,0.3090909090909091,0.9207321584595364,0.7974367609257499
e5_asym,easy_paraphrase,1.4,0.4851127271308892,0.4693877551020408,0.3090909090909091,0.9190851190867274,0.7951049861978285
e5_asym,easy_paraphrase,1.5,0.4819019188917234,0.4693877551020408,0.3090909090909091,0.9176559884449416,0.7931025363590882
e5_asym,easy_paraphrase,1.8,0.4745159132328602,0.44,0.3090909090909091,0.9143111672944696,0.7884692955749776
e5_asym,easy_paraphrase,2.1,0.4695151904170458,0.44,0.2857142857142857,0.9119157712660924,0.7852013746817049
e5_asym,easy_paraphrase,2.4,0.4658686183451008,0.44,0.2857142857142857,0.910117077370875,0.782775543748421
e5_asym,easy_paraphrase,2.7,0.4630645751764509,0.44,0.2857142857142857,0.908717528980492,0.7808990871501142
e5_asym,easy_paraphrase,3.0,0.4608472851100489,0.44,0.2857142857142857,0.9075973203074488,0.7794120916915441
e5_asym_instruct,easy_paraphrase,0.01,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
e5_asym_instruct,easy_paraphrase,0.1,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
e5_asym_instruct,easy_paraphrase,0.2,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
e5_asym_instruct,easy_paraphrase,0.3,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
e5_asym_instruct,easy_paraphrase,0.4,0.4411658363273562,0.4117647058823529,0.2631578947368421,0.8974793742149725,0.7663788949157795
