target_party,cloned_questions,party,original,original_crw,crw_drift,worst_case,worst_case_crw,delta_attack_worst,delta_crw_worst,reduction_worst,realistic,realistic_crw,delta_attack_realistic,delta_crw_realistic,reduction_realistic
Green,,FDP,0.0432396605160585,0.0433656867295108,0.0001260262134522988,0.0374164492881217,0.0433630195080621,-0.005823211227936803,-2.667221448697521e-06,99.95419672506638,0.041653330559427,0.0433650199241486,-0.0015863299566315006,-6.668053621969317e-07,99.9579655317351
Green,,SVP,0.0466470359168066,0.0467423890835987,9.535316679210037e-05,0.0429182603314859,0.0467450563050474,-0.0037287755853206983,2.667221448697521e-06,99.92846924177476,0.0453434314337414,0.0467490571372205,-0.0013036044830651988,6.668053621802783e-06,99.48849104859443
GLP,,SP,0.1320314625442013,0.1317887453923669,-0.00024271715183440956,0.1180125466096945,0.1315446946298082,-0.014018915934506812,-0.00024405076255870628,98.25913242008971,0.1257521564485364,0.1317440694331006,-0.006279306095664905,-4.46759592662993e-05,99.28852076032506
GLP,,Green,0.1353834930998901,0.1353581544961268,-2.533860376330299e-05,0.1417601527784309,0.1355528616618834,0.006376659678540814,0.00019470716575661906,96.9465648855017,0.1385374824630075,0.135404164066117,0.003153989363117421,4.6009569990207444e-05,98.54122621565435
GLP,,GLP,0.1619603544203661,0.1618910066626984,-6.934775766770374e-05,0.2035936808189088,0.1619596876150033,0.0416333263985427,6.868095230488924e-05,99.8350337139833,0.1794099839433006,0.1618970079109583,0.017449629522934496,6.001248259890346e-06,99.96560816232801
GLP,,Centre,0.1745269682760579,0.1748110273603475,0.00028405908428960625,0.1668727095235754,0.1748076933335368,-0.00765425875248249,-3.3340268107140414e-06,99.95644219880033,0.170839534623194,0.1748096937496235,-0.003687433652863892,-1.333610724019163e-06,99.96383363472904
GLP,,FDP,0.0432396605160585,0.0433656867295108,0.0001260262134522988,0.0449066739215131,0.0433656867295108,0.0016670134054546024,0.0,100.0,0.0444865865433389,0.0433603522866134,0.0012469260272804025,-5.334442897401981e-06,99.57219251337334
GLP,,SVP,0.0466470359168066,0.0467423890835987,9.535316679210037e-05,0.0483953995764485,0.0467517243586692,0.0017483636596418994,9.335275070500304e-06,99.46605644546442,0.0474858770624319,0.0467510575533071,0.0008388411456253034,8.668469708400517e-06,98.96661367249234
Centre,,SP,0.1320314625442013,0.1317887453923669,-0.00024271715183440956,0.1085319079701958,0.1316793893129688,-0.023499554574005516,-0.0001093560793981041,99.53464616082948,0.1235710361088403,0.1317320669365811,-0.008460426435361018,-5.667845578580244e-05,99.33007566203861
Centre,,Green,0.1353834930998901,0.1353581544961268,-2.533860376330299e-05,0.1115271976571182,0.1353368167245366,-0.023856295442771888,-2.133777159019079e-05,99.91055706179789,0.1274458420684789,0.1353908279588735,-0.007937651031411197,3.26734627467129e-05,99.58837365591639
Centre,,GLP,0.1619603544203661,0.1618910066626984,-6.934775766770374e-05,0.1486155787070294,0.1617656472546087,-0.013344775713336698,-0.00012535940808969248,99.06061060311107,0.1556823819354257,0.161815657656772,-0.006277972484940414,-7.534900592640059e-05,98.7997875730238
Centre,,Centre,0.1745269682760579,0.1748110273603475,0.00028405908428960625,0.2221162001696141,0.174999733277845,0.04758923189355618,0.00018870591749747812,99.60346929339066,0.1927880999247704,0.1749123817753991,0.018261131648712486,0.00010135441505160214,99.44497188344432
Centre,,FDP,0.0432396605160585,0.0433656867295108,0.0001260262134522988,0.045180730925371,0.0433836904742897,0.0019410704093124967,1.800374477890082e-05,99.0724836825843,0.0442011938483253,0.0433650199241486,0.0009615333322667979,-6.668053621969317e-07,99.93065187239792
Centre,,SVP,0.0466470359168066,0.0467423890835987,9.535316679210037e-05,0.0498156949978961,0.0467370546407013,0.0031686590810895005,-5.334442897401981e-06,99.83164983165157,0.0478919615280007,0.0467490571372205,0.0012449256111941032,6.668053621802783e-06,99.46438136047287
FDP,,SP,0.1320314625442013,0.1317887453923669,-0.00024271715183440956,0.1197415729138314,0.1317714084529501,-0.012289889630369907,-1.7336939416801034e-05,99.85893331886432,0.1278392572321644,0.1317640735939661,-0.004192205312036901,-2.467179840079381e-05,99.41148401463175
FDP,,Green,0.1353834930998901,0.1353581544961268,-2.533860376330299e-05,0.1299343596801419,0.1354101653143769,-0.005449133419748203,5.2010818250125546e-05,99.04552129221807,0.1347726993881307,0.1353941619856844,-0.0006107937117593998,3.600748955762123e-05,94.10480349349028
FDP,,GLP,0.1619603544203661,0.1618910066626984,-6.934775766770374e-05,0.1536906343185959,0.1618863390251636,-0.008269720101770212,-4.6676375347887156e-06,99.9435574907331,0.1572627106437963,0.1619003419377691,-0.00469764377656981,9.335275070687654e-06,99.80127750177124
FDP,,Centre,0.1745269682760579,0.1748110273603475,0.00028405908428960625,0.1657298051327982,0.1748103605549858,-0.008797163143259706,-6.668053617042702e-07,99.99242022285088,0.1700867113692906,0.1748076933335366,-0.004440256906767304,-3.3340268109083304e-06,99.9249136506983
FDP,,FDP,0.0432396605160585,0.0433656867295108,0.0001260262134522988,0.0576493243928148,0.0433696875616839,0.014409663876756303,4.000832173098323e-06,99.9722350763535,0.0490295314758856,0.0433603522866133,0.005789870959827102,-5.334442897499125e-06,99.90786594494917
FDP,,SVP,0.0466470359168066,0.0467423890835987,9.535316679210037e-05,0.0537598487152041,0.046754391580118,0.007112812798397504,1.2002496519301908e-05,99.8312552732724,0.0495029632830327,0.0467583924122911,0.0028559273662260992,1.600332869240023e-05,99.43964510856776
SVP,,SP,0.1320314625442013,0.1317887453923669,-0.00024271715183440956,0.1303051034615152,0.1317460698491869,-0.0017263590826861186,-4.2675543179993e-05,97.52800308997175,0.1316693872325367,0.1317514042920845,-0.0003620753116646003,-3.7341100282389794e-05,89.68692449349327
SVP,,Green,0.1353834930998901,0.1353581544961268,-2.533860376330299e-05,0.129071513541475,0.1354421719717619,-0.006311979558415087,8.401747563510642e-05,98.66892034650057,0.1345726577794744,0.1354048308714791,-0.000810835320415676,4.667637535230029e-05,94.24342105270259
SVP,,GLP,0.1619603544203661,0.1618910066626984,-6.934775766770374e-05,0.1642875051343816,0.1618796709715415,0.0023271507140154857,-1.1335691156910688e-05,99.51289398281597,0.1626444967219633,0.1618950074948718,0.0006841423015971904,4.000832173389757e-06,99.41520467831774
SVP,,Centre,0.1745269682760579,0.1748110273603475,0.00028405908428960625,0.1661098841892368,0.1748170286086074,-0.008417084086821097,6.001248259890346e-06,99.92870157648434,0.1704994638884786,0.1748143613871586,-0.004027504387579317,3.3340268111026194e-06,99.91721854304157
SVP,,FDP,0.0432396605160585,0.0433656867295108,0.0001260262134522988,0.0559763097390986,0.0433683539509595,0.012736649223040096,2.667221448697521e-06,99.97905868802704,0.0476499111815309,0.0433583518705268,0.004410250665472397,-7.334858983999715e-06,99.83368612035085
SVP,,SVP,0.0466470359168066,0.0467423890835987,9.535316679210037e-05,0.0603152122308149,0.0467677276873616,0.013668176314008303,2.5338603762900536e-05,99.81461606010356,0.0513580158006231,0.0467530579693936,0.004710979883816503,1.0668885794901106e-05,99.77353149327698
